task_id,asset_id,asset_type,corridor_id,location_km,signal_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,possession_required,status
SMMS000463,AST007972,Relay,C00066,6.9,Relay Interlocking,Relay degradation,High,4,3,3,2025-06-16,2025-06-25,6,62,1,Preventive,No,Open
SMMS000464,AST007778,Point Machine,C00033,45.0,Electric Point Machine,Point machine fault,Low,2,2,1,2025-03-25,2025-04-30,0,127,5,Corrective,Yes,Completed
SMMS000465,AST007011,Track Circuit,C00096,92.5,Track Circuit,Track circuit fault,Low,2,2,2,2025-05-05,2025-06-05,26,203,4,Corrective,No,Open
SMMS000466,AST007869,Axle Counter,C00002,52.4,Axle Counter,Axle counter fault,Medium,2,2,2,2025-03-15,2025-03-26,97,93,3,Corrective,Yes,Scheduled
SMMS000467,AST007861,Track Circuit,C00093,19.2,Track Circuit,Track circuit fault,Low,4,2,3,2025-06-01,2025-06-26,5,97,3,Inspection,No,Open
SMMS000468,AST007565,Telecom Cable,C00008,51.2,Quad Cable,Cable fault,Medium,1,3,1,2025-06-03,2025-06-21,10,191,3,Corrective,No,Open
SMMS000469,AST006074,Signal,C00043,16.2,Colour Light Signal,Signal failure,Medium,3,4,2,2025-05-30,2025-06-13,0,55,2,Corrective,Yes,Completed
SMMS000470,AST008151,Interlocking,C00095,54.8,Route Relay Interlocking,Interlocking inspection,High,4,4,3,2025-06-17,2025-06-24,7,173,5,Inspection,No,Open
SMMS000471,AST008560,Relay,C00053,61.3,Relay Interlocking,Relay degradation,Medium,3,3,1,2025-06-05,2025-06-19,12,126,4,Corrective,No,In Progress
SMMS000472,AST007729,Level Crossing Signal,C00095,35.4,LC Gate Signal,Signal failure,Low,2,2,1,2025-06-27,2025-08-09,0,136,3,Corrective,Yes,Open
SMMS000473,AST005343,Point Machine,C00088,42.6,Electric Point Machine,Point machine fault,Medium,4,3,4,2025-06-24,2025-07-07,0,92,3,Preventive,Yes,Open
SMMS000474,AST008639,Optical Fiber,C00028,68.0,OFC Link,Cable fault,Medium,2,3,3,2025-06-26,2025-07-12,0,164,3,Preventive,No,Deferred
SMMS000475,AST007044,Track Circuit,C00022,11.6,Track Circuit,Track circuit fault,Medium,3,3,2,2025-06-11,2025-06-28,3,123,4,Preventive,No,Scheduled
SMMS000476,AST006912,Relay,C00068,17.1,Relay Interlocking,Relay degradation,High,4,5,2,2025-06-14,2025-06-24,7,57,2,Preventive,Yes,In Progress
SMMS000477,AST008148,Interlocking,C00040,14.3,Route Relay Interlocking,Interlocking inspection,Medium,2,3,2,2025-04-23,2025-05-05,0,158,2,Inspection,No,Completed
SMMS000478,AST007972,Relay,C00066,6.9,Relay Interlocking,Relay degradation,Low,2,1,2,2025-06-28,2025-07-31,0,97,4,Inspection,Yes,Scheduled
SMMS000479,AST008342,Signal,C00013,117.6,Colour Light Signal,Signal lamp/equipment replacement,Medium,3,3,1,2025-06-09,2025-06-29,2,56,1,Preventive,Yes,In Progress
SMMS000480,AST007742,Axle Counter,C00020,63.7,Axle Counter,Axle counter fault,High,3,4,2,2025-06-29,2025-07-06,0,134,4,Corrective,No,Completed
SMMS000481,AST006081,Signal,C00016,17.7,Colour Light Signal,Signal lamp/equipment replacement,Low,2,1,1,2025-06-12,2025-07-22,0,62,5,Corrective,Yes,Completed
SMMS000482,AST006381,Telecom Cable,C00042,34.6,Quad Cable,Cable fault,Medium,3,2,3,2025-04-11,2025-04-30,0,127,4,Preventive,No,Completed
SMMS000483,AST008096,Interlocking,C00047,27.1,Route Relay Interlocking,Interlocking inspection,Medium,2,1,2,2025-06-20,2025-07-05,0,205,5,Inspection,No,Completed
SMMS000484,AST008186,Axle Counter,C00080,58.0,Axle Counter,Axle counter fault,Medium,1,1,2,2025-04-07,2025-04-22,70,86,3,Corrective,Yes,Deferred
SMMS000485,AST008245,Optical Fiber,C00088,30.4,OFC Link,Cable fault,Medium,3,2,2,2025-06-15,2025-07-05,0,139,3,Preventive,No,Open
SMMS000486,AST006739,Point Machine,C00092,52.2,Electric Point Machine,Point machine fault,Medium,5,3,2,2025-06-20,2025-07-11,0,113,5,Preventive,Yes,Scheduled
SMMS000487,AST006588,Track Circuit,C00089,67.8,Track Circuit,Track circuit fault,Medium,4,1,2,2025-06-23,2025-07-08,0,133,4,Preventive,Yes,Scheduled
SMMS000488,AST007831,Axle Counter,C00063,6.5,Axle Counter,Axle counter fault,Low,4,2,1,2025-05-21,2025-06-21,10,101,4,Preventive,No,Open
SMMS000489,AST006052,Telecom Cable,C00005,24.1,Quad Cable,Cable fault,Critical,5,5,5,2025-06-25,2025-06-28,3,145,4,Corrective,No,Open
SMMS000490,AST006220,Relay,C00097,30.8,Relay Interlocking,Relay degradation,Medium,4,4,3,2025-06-17,2025-07-02,0,130,2,Preventive,Yes,In Progress
SMMS000491,AST006105,Point Machine,C00061,2.0,Electric Point Machine,Point machine fault,High,3,3,3,2025-06-21,2025-07-01,0,190,3,Corrective,No,Open
SMMS000492,AST007599,Interlocking,C00077,45.7,Route Relay Interlocking,Interlocking inspection,High,5,4,3,2025-04-14,2025-04-22,0,208,3,Inspection,No,Completed
SMMS000493,AST008525,Relay,C00009,31.1,Relay Interlocking,Relay degradation,Low,3,2,1,2025-03-19,2025-04-12,80,151,3,Corrective,No,Deferred
SMMS000494,AST006365,Signal,C00097,22.8,Colour Light Signal,Signal lamp/equipment replacement,Medium,2,3,3,2025-05-26,2025-06-08,23,99,2,Preventive,Yes,Open
SMMS000495,AST005918,Telecom Cable,C00043,6.4,Quad Cable,Cable fault,Critical,4,2,4,2025-06-09,2025-06-13,0,167,4,Preventive,No,Completed
SMMS000496,AST005721,Relay,C00064,131.5,Relay Interlocking,Relay degradation,Low,2,2,1,2025-06-30,2025-08-01,0,97,2,Inspection,No,Scheduled
SMMS000497,AST007339,Point Machine,C00098,3.4,Electric Point Machine,Point machine fault,Critical,4,4,3,2025-06-18,2025-06-21,0,139,3,Corrective,Yes,Completed
SMMS000498,AST006792,Telecom Cable,C00034,26.4,Quad Cable,Cable fault,Medium,3,2,2,2025-03-11,2025-03-24,99,191,3,Preventive,Yes,Scheduled
SMMS000499,AST006021,Relay,C00053,94.8,Relay Interlocking,Relay degradation,Medium,4,3,1,2025-05-22,2025-06-05,26,146,2,Preventive,Yes,Open
SMMS000500,AST006546,Level Crossing Signal,C00009,9.1,LC Gate Signal,Signal failure,Low,2,1,3,2025-06-17,2025-07-17,0,111,2,Preventive,No,Open
SMMS000501,AST005710,Relay,C00006,5.8,Relay Interlocking,Relay degradation,High,3,3,2,2025-03-29,2025-04-05,87,88,5,Corrective,Yes,Open
SMMS000502,AST007227,Axle Counter,C00077,12.0,Axle Counter,Axle counter fault,Low,3,2,1,2025-04-25,2025-06-05,26,134,2,Inspection,No,Scheduled
SMMS000503,AST006286,Optical Fiber,C00084,135.9,OFC Link,Cable fault,Medium,2,3,2,2025-06-29,2025-07-19,0,47,1,Corrective,Yes,Open
SMMS000504,AST007568,Optical Fiber,C00074,1.5,OFC Link,Cable fault,High,2,3,2,2025-03-22,2025-03-28,95,144,3,Preventive,No,Open
SMMS000505,AST006075,Signal,C00019,82.0,Colour Light Signal,Signal failure,Medium,3,2,1,2025-06-22,2025-07-06,0,123,4,Preventive,No,Scheduled
SMMS000506,AST005685,Track Circuit,C00077,67.5,Track Circuit,Track circuit fault,Low,3,1,2,2025-06-19,2025-07-09,0,91,4,Inspection,Yes,In Progress
SMMS000507,AST007782,Telecom Cable,C00068,118.5,Quad Cable,Cable fault,Medium,4,2,1,2025-06-28,2025-07-11,0,228,3,Preventive,Yes,In Progress
SMMS000508,AST005821,Axle Counter,C00056,3.4,Axle Counter,Axle counter fault,Medium,3,3,1,2025-06-20,2025-07-12,0,83,2,Preventive,No,Open
SMMS000509,AST007813,Axle Counter,C00076,46.5,Axle Counter,Axle counter fault,Low,4,1,3,2025-06-18,2025-07-23,0,172,3,Preventive,No,Open
SMMS000510,AST006487,Interlocking,C00066,47.5,Route Relay Interlocking,Interlocking inspection,High,3,3,3,2025-06-11,2025-06-19,12,238,4,Inspection,Yes,Scheduled
SMMS000511,AST008474,Relay,C00066,28.1,Relay Interlocking,Relay degradation,Medium,2,2,2,2025-06-24,2025-07-07,0,32,1,Preventive,No,Open
SMMS000512,AST006486,Point Machine,C00054,33.4,Electric Point Machine,Point machine fault,High,2,3,3,2025-05-18,2025-05-25,37,169,3,Corrective,No,Scheduled
SMMS000513,AST008511,Interlocking,C00062,9.8,Route Relay Interlocking,Interlocking inspection,Low,3,3,2,2025-06-06,2025-07-13,0,185,3,Inspection,No,Completed
SMMS000514,AST006389,Signal,C00063,44.6,Colour Light Signal,Signal failure,Low,2,2,1,2025-06-30,2025-08-06,0,124,2,Corrective,No,Completed
SMMS000515,AST008522,Optical Fiber,C00046,24.5,OFC Link,Cable fault,Medium,4,2,1,2025-06-27,2025-07-19,0,228,5,Corrective,Yes,Completed
SMMS000516,AST007755,Track Circuit,C00093,0.7,Track Circuit,Track circuit fault,Medium,3,2,3,2025-04-06,2025-04-25,67,95,4,Preventive,Yes,Open
SMMS000517,AST006899,Telecom Cable,C00091,6.8,Quad Cable,Cable fault,Low,3,2,2,2025-06-28,2025-07-27,0,227,5,Inspection,Yes,Open
SMMS000518,AST006898,Axle Counter,C00005,74.5,Axle Counter,Axle counter fault,High,4,3,2,2025-06-17,2025-06-23,8,165,5,Preventive,Yes,Scheduled
SMMS000519,AST007147,Signal,C00083,83.5,Colour Light Signal,Signal failure,Low,2,2,1,2025-05-18,2025-06-16,15,149,2,Inspection,Yes,Scheduled
SMMS000520,AST007120,Telecom Cable,C00021,122.5,Quad Cable,Cable fault,Medium,3,3,3,2025-06-20,2025-07-09,0,194,3,Corrective,No,Scheduled
SMMS000521,AST007106,Relay,C00020,80.5,Relay Interlocking,Relay degradation,Critical,2,3,4,2025-04-03,2025-04-05,87,97,3,Preventive,No,Deferred
SMMS000522,AST005628,Relay,C00016,66.2,Relay Interlocking,Relay degradation,Critical,4,5,4,2025-04-15,2025-04-18,74,153,3,Preventive,Yes,Open
SMMS000523,AST007429,Point Machine,C00079,15.4,Electric Point Machine,Point machine fault,Critical,3,4,1,2025-06-25,2025-06-28,3,255,3,Preventive,No,Open
SMMS000524,AST007386,Axle Counter,C00033,22.9,Axle Counter,Axle counter fault,Medium,2,2,3,2025-06-26,2025-07-11,0,149,4,Corrective,Yes,Completed
SMMS000525,AST007692,Optical Fiber,C00014,102.2,OFC Link,Cable fault,Medium,2,2,2,2025-06-27,2025-07-14,0,176,4,Corrective,No,Open
SMMS000526,AST006467,Optical Fiber,C00059,66.3,OFC Link,Cable fault,Low,1,1,2,2025-06-24,2025-07-28,0,207,6,Corrective,Yes,Scheduled
SMMS000527,AST007101,Level Crossing Signal,C00051,40.2,LC Gate Signal,Signal failure,Medium,2,2,2,2025-06-21,2025-07-12,0,99,4,Preventive,Yes,Completed
SMMS000528,AST007975,Axle Counter,C00064,168.8,Axle Counter,Axle counter fault,Low,3,2,1,2025-06-29,2025-08-08,0,95,2,Corrective,No,Open
SMMS000529,AST005362,Interlocking,C00011,54.0,Route Relay Interlocking,Interlocking inspection,Critical,5,5,3,2025-06-25,2025-06-27,4,212,5,Inspection,No,Open
SMMS000530,AST007647,Relay,C00065,4.2,Relay Interlocking,Relay degradation,High,3,3,3,2025-06-07,2025-06-14,0,60,2,Preventive,No,Completed
SMMS000531,AST005797,Telecom Cable,C00005,117.9,Quad Cable,Cable fault,Low,3,1,1,2025-06-27,2025-07-25,0,141,3,Preventive,Yes,In Progress
SMMS000532,AST006183,Signal,C00038,105.0,Colour Light Signal,Signal lamp/equipment replacement,Low,2,3,1,2025-05-28,2025-07-04,0,72,2,Preventive,Yes,Scheduled
SMMS000533,AST008586,Signal,C00096,82.9,Colour Light Signal,Signal failure,Medium,3,3,3,2025-05-21,2025-06-08,23,81,3,Preventive,No,In Progress
SMMS000534,AST005447,Optical Fiber,C00064,167.8,OFC Link,Cable fault,Medium,2,1,2,2025-05-15,2025-06-01,30,196,2,Corrective,Yes,Deferred
SMMS000535,AST008148,Interlocking,C00040,14.3,Route Relay Interlocking,Interlocking inspection,Critical,4,4,4,2025-06-21,2025-06-23,8,258,4,Inspection,Yes,In Progress
SMMS000536,AST007332,Signal,C00029,25.2,Colour Light Signal,Signal lamp/equipment replacement,Critical,3,4,4,2025-06-04,2025-06-08,0,104,2,Corrective,No,Completed
SMMS000537,AST005402,Telecom Cable,C00033,91.8,Quad Cable,Cable fault,High,2,4,3,2025-06-24,2025-07-01,0,186,2,Preventive,No,Scheduled
SMMS000538,AST008615,Interlocking,C00043,16.9,Route Relay Interlocking,Interlocking inspection,Critical,5,5,4,2025-06-07,2025-06-12,0,210,2,Inspection,Yes,Completed
SMMS000539,AST006500,Track Circuit,C00045,121.4,Track Circuit,Track circuit fault,High,4,3,4,2025-05-19,2025-05-27,35,146,2,Preventive,Yes,Open
SMMS000540,AST005309,Relay,C00083,32.9,Relay Interlocking,Relay degradation,Medium,2,3,2,2025-06-06,2025-06-22,9,53,1,Corrective,Yes,Open
SMMS000541,AST008518,Track Circuit,C00018,31.4,Track Circuit,Track circuit fault,Medium,3,1,2,2025-06-02,2025-06-23,0,163,4,Corrective,Yes,Completed
SMMS000542,AST007604,Optical Fiber,C00025,383.3,OFC Link,Cable fault,Critical,4,5,4,2025-05-18,2025-05-22,40,207,3,Corrective,No,In Progress
SMMS000543,AST005317,Relay,C00048,113.1,Relay Interlocking,Relay degradation,High,3,4,2,2025-05-30,2025-06-07,0,59,3,Preventive,No,Completed
SMMS000544,AST006316,Track Circuit,C00052,96.5,Track Circuit,Track circuit fault,High,3,2,3,2025-06-07,2025-06-13,18,126,1,Preventive,Yes,Open
SMMS000545,AST008143,Telecom Cable,C00041,4.8,Quad Cable,Cable fault,High,2,5,3,2025-06-07,2025-06-14,17,172,3,Corrective,Yes,Open
SMMS000546,AST006858,Signal,C00068,52.6,Colour Light Signal,Signal lamp/equipment replacement,Low,4,2,2,2025-05-26,2025-06-26,5,54,3,Preventive,Yes,Open
SMMS000547,AST006448,Relay,C00086,232.0,Relay Interlocking,Relay degradation,Low,1,2,1,2025-05-30,2025-07-06,0,94,3,Preventive,Yes,Completed
SMMS000548,AST005548,Point Machine,C00023,25.3,Electric Point Machine,Point machine fault,Low,3,2,1,2025-06-23,2025-07-24,0,173,2,Preventive,No,Open
SMMS000549,AST005570,Interlocking,C00072,37.8,Route Relay Interlocking,Interlocking inspection,High,4,4,2,2025-06-28,2025-07-09,0,207,5,Inspection,No,Open
SMMS000550,AST008433,Relay,C00028,121.8,Relay Interlocking,Relay degradation,Low,2,2,2,2025-06-24,2025-08-03,0,96,3,Preventive,Yes,Scheduled
SMMS000551,AST005670,Level Crossing Signal,C00053,37.6,LC Gate Signal,Signal failure,Medium,3,1,2,2025-05-28,2025-06-16,15,92,4,Preventive,Yes,Open
SMMS000552,AST006281,Interlocking,C00074,9.2,Route Relay Interlocking,Interlocking inspection,Low,2,3,1,2025-06-17,2025-07-20,0,144,3,Inspection,No,Completed
SMMS000553,AST005609,Relay,C00057,36.4,Relay Interlocking,Relay degradation,High,3,3,3,2025-06-23,2025-06-30,1,119,4,Corrective,Yes,Open
SMMS000554,AST008335,Level Crossing Signal,C00094,7.8,LC Gate Signal,Signal failure,Low,4,2,1,2025-06-11,2025-07-16,0,82,3,Preventive,Yes,Scheduled
SMMS000555,AST005984,Relay,C00057,103.2,Relay Interlocking,Relay degradation,Medium,3,2,2,2025-06-24,2025-07-10,0,77,4,Preventive,No,Deferred
SMMS000556,AST006426,Optical Fiber,C00097,5.0,OFC Link,Cable fault,Medium,4,2,2,2025-06-11,2025-07-01,0,149,4,Preventive,Yes,Open
SMMS000557,AST008344,Point Machine,C00037,57.8,Electric Point Machine,Point machine fault,Medium,3,4,2,2025-06-22,2025-07-11,0,168,3,Preventive,Yes,Open
SMMS000558,AST008534,Axle Counter,C00003,21.4,Axle Counter,Axle counter fault,Low,4,1,2,2025-06-27,2025-07-27,0,114,1,Inspection,No,Open
SMMS000559,AST007368,Point Machine,C00073,121.5,Electric Point Machine,Point machine fault,Medium,2,2,2,2025-06-20,2025-07-13,0,102,2,Preventive,Yes,Open
SMMS000560,AST006144,Telecom Cable,C00030,55.8,Quad Cable,Cable fault,Low,3,1,1,2025-06-30,2025-08-09,0,236,3,Inspection,No,Scheduled
SMMS000561,AST007548,Point Machine,C00004,38.2,Electric Point Machine,Point machine fault,Medium,4,2,1,2025-06-16,2025-07-07,0,195,5,Preventive,No,Completed
SMMS000562,AST005315,Interlocking,C00035,48.5,Route Relay Interlocking,Interlocking inspection,High,4,3,3,2025-05-30,2025-06-07,24,191,4,Inspection,No,Scheduled
SMMS000563,AST006781,Signal,C00014,7.1,Colour Light Signal,Signal lamp/equipment replacement,Medium,2,4,2,2025-06-27,2025-07-16,0,73,4,Corrective,Yes,Completed
SMMS000564,AST005947,Optical Fiber,C00009,60.5,OFC Link,Cable fault,High,4,3,2,2025-05-25,2025-06-02,29,167,3,Preventive,No,Scheduled
SMMS000565,AST006602,Axle Counter,C00014,83.8,Axle Counter,Axle counter fault,Low,2,2,2,2025-06-19,2025-07-19,0,105,2,Corrective,No,Completed
SMMS000566,AST007779,Track Circuit,C00039,24.6,Track Circuit,Track circuit fault,Low,3,2,1,2025-05-27,2025-06-27,4,125,5,Inspection,Yes,Open
SMMS000567,AST006574,Track Circuit,C00081,34.1,Track Circuit,Track circuit fault,Medium,2,3,1,2025-04-21,2025-05-04,58,61,2,Corrective,Yes,Open
SMMS000568,AST005939,Interlocking,C00004,69.4,Route Relay Interlocking,Interlocking inspection,High,3,3,2,2025-05-21,2025-05-29,33,247,4,Inspection,Yes,Scheduled
SMMS000569,AST008374,Track Circuit,C00026,179.0,Track Circuit,Track circuit fault,Low,4,2,2,2025-05-25,2025-06-26,5,158,4,Inspection,Yes,Scheduled
SMMS000570,AST006641,Relay,C00078,19.0,Relay Interlocking,Relay degradation,Medium,2,3,3,2025-03-29,2025-04-18,74,52,2,Corrective,No,Open
SMMS000571,AST008404,Signal,C00034,22.1,Colour Light Signal,Signal lamp/equipment replacement,Low,1,1,3,2025-06-09,2025-07-11,0,79,1,Inspection,Yes,Open
SMMS000572,AST005774,Level Crossing Signal,C00029,43.6,LC Gate Signal,Signal failure,Low,3,2,1,2025-05-29,2025-07-02,0,135,4,Corrective,No,Scheduled
SMMS000573,AST007193,Optical Fiber,C00043,11.3,OFC Link,Cable fault,Low,2,2,2,2025-06-13,2025-07-22,0,224,3,Corrective,No,Open
SMMS000574,AST005941,Point Machine,C00051,14.2,Electric Point Machine,Point machine fault,Critical,3,4,4,2025-05-24,2025-05-27,35,172,3,Preventive,Yes,Open
SMMS000575,AST007945,Point Machine,C00026,211.1,Electric Point Machine,Point machine fault,Medium,5,3,1,2025-06-14,2025-07-04,0,159,3,Preventive,No,Open
SMMS000576,AST005686,Telecom Cable,C00047,24.1,Quad Cable,Cable fault,Medium,3,3,3,2025-06-05,2025-06-23,8,194,2,Corrective,No,In Progress
SMMS000577,AST005338,Signal,C00063,11.2,Colour Light Signal,Signal lamp/equipment replacement,High,4,4,3,2025-05-31,2025-06-10,21,62,3,Preventive,Yes,In Progress
SMMS000578,AST005310,Telecom Cable,C00053,5.1,Quad Cable,Cable fault,Medium,3,3,1,2025-06-25,2025-07-10,0,168,3,Corrective,Yes,In Progress
SMMS000579,AST007921,Point Machine,C00013,80.8,Electric Point Machine,Point machine fault,High,4,5,3,2025-06-29,2025-07-07,0,157,3,Corrective,Yes,Open
SMMS000580,AST006015,Level Crossing Signal,C00061,48.1,LC Gate Signal,Signal failure,Medium,2,3,2,2025-06-05,2025-06-27,4,185,3,Preventive,No,Open
SMMS000581,AST006055,Telecom Cable,C00015,41.8,Quad Cable,Cable fault,Critical,3,4,2,2025-06-30,2025-07-04,0,122,5,Corrective,No,Completed
SMMS000582,AST007697,Axle Counter,C00011,63.4,Axle Counter,Axle counter fault,Medium,2,2,4,2025-06-29,2025-07-16,0,92,3,Corrective,No,Open
SMMS000583,AST008516,Interlocking,C00063,87.8,Route Relay Interlocking,Interlocking inspection,Low,2,1,1,2025-04-30,2025-06-05,26,197,4,Inspection,Yes,Open
SMMS000584,AST007339,Point Machine,C00098,3.4,Electric Point Machine,Point machine fault,Medium,2,2,3,2025-06-28,2025-07-12,0,161,4,Preventive,Yes,Open
SMMS000585,AST008236,Point Machine,C00050,36.1,Electric Point Machine,Point machine fault,High,1,4,2,2025-04-23,2025-04-30,0,177,3,Corrective,Yes,Completed
SMMS000586,AST007076,Optical Fiber,C00008,78.1,OFC Link,Cable fault,Low,3,2,1,2025-06-09,2025-07-26,0,119,3,Inspection,Yes,Open
SMMS000587,AST006465,Track Circuit,C00065,59.4,Track Circuit,Track circuit fault,Low,3,1,2,2025-06-21,2025-08-09,0,134,2,Preventive,No,Open
SMMS000588,AST005953,Telecom Cable,C00016,20.3,Quad Cable,Cable fault,Medium,4,3,2,2025-06-21,2025-07-06,0,145,4,Corrective,Yes,In Progress
SMMS000589,AST005297,Telecom Cable,C00032,15.6,Quad Cable,Cable fault,High,3,4,2,2025-04-22,2025-05-01,61,188,3,Preventive,Yes,Deferred
SMMS000590,AST008170,Telecom Cable,C00090,37.5,Quad Cable,Cable fault,Medium,2,3,1,2025-06-26,2025-07-07,0,144,2,Corrective,No,Open
SMMS000591,AST007901,Axle Counter,C00098,1.7,Axle Counter,Axle counter fault,Critical,4,4,4,2025-06-15,2025-06-18,13,77,3,Preventive,No,Open
SMMS000592,AST005907,Telecom Cable,C00053,91.6,Quad Cable,Cable fault,Medium,2,1,2,2025-05-12,2025-06-05,26,143,3,Preventive,Yes,In Progress
SMMS000593,AST007704,Signal,C00008,43.6,Colour Light Signal,Signal lamp/equipment replacement,Low,2,2,2,2025-06-17,2025-07-16,0,137,1,Preventive,Yes,Completed
SMMS000594,AST008380,Axle Counter,C00061,43.9,Axle Counter,Axle counter fault,Medium,3,2,2,2025-03-14,2025-04-02,90,133,5,Preventive,Yes,Open
SMMS000595,AST006163,Signal,C00052,106.1,Colour Light Signal,Signal failure,Low,3,1,1,2025-04-13,2025-05-26,36,93,4,Corrective,No,In Progress
SMMS000596,AST005561,Optical Fiber,C00100,0.8,OFC Link,Cable fault,Medium,3,1,2,2025-06-17,2025-07-01,0,192,3,Corrective,Yes,Open
SMMS000597,AST005371,Track Circuit,C00053,31.0,Track Circuit,Track circuit fault,Critical,4,2,3,2025-06-23,2025-06-26,0,208,2,Corrective,Yes,Completed
SMMS000598,AST006151,Level Crossing Signal,C00084,146.1,LC Gate Signal,Signal failure,Medium,2,3,1,2025-03-25,2025-04-13,79,64,3,Corrective,Yes,In Progress
SMMS000599,AST007491,Level Crossing Signal,C00074,2.7,LC Gate Signal,Signal failure,High,3,3,2,2025-06-22,2025-06-30,0,154,3,Preventive,No,Completed
SMMS000600,AST005454,Point Machine,C00072,98.5,Electric Point Machine,Point machine fault,Medium,2,2,2,2025-04-29,2025-05-20,42,118,3,Corrective,No,Scheduled
SMMS000601,AST006648,Signal,C00066,55.8,Colour Light Signal,Signal failure,Low,3,2,2,2025-05-21,2025-06-17,14,141,2,Inspection,Yes,Open
SMMS000602,AST005995,Point Machine,C00023,17.4,Electric Point Machine,Point machine fault,Low,3,2,2,2025-05-01,2025-06-07,24,149,2,Inspection,Yes,In Progress
SMMS000603,AST006912,Relay,C00068,17.1,Relay Interlocking,Relay degradation,Medium,3,1,1,2025-06-06,2025-06-20,0,77,3,Corrective,Yes,Completed
SMMS000604,AST006017,Point Machine,C00090,81.1,Electric Point Machine,Point machine fault,Medium,4,4,3,2025-06-05,2025-06-21,10,140,2,Corrective,Yes,Scheduled
SMMS000605,AST005510,Level Crossing Signal,C00017,0.5,LC Gate Signal,Signal failure,Medium,3,2,1,2025-04-15,2025-04-27,65,93,1,Corrective,Yes,Open
SMMS000606,AST007392,Point Machine,C00085,231.6,Electric Point Machine,Point machine fault,Medium,2,3,1,2025-06-07,2025-06-30,0,154,3,Preventive,Yes,Completed
SMMS000607,AST006844,Telecom Cable,C00092,50.5,Quad Cable,Cable fault,Medium,3,3,2,2025-06-03,2025-06-24,7,251,3,Preventive,Yes,Scheduled
SMMS000608,AST007872,Track Circuit,C00047,54.2,Track Circuit,Track circuit fault,High,4,4,2,2025-06-18,2025-06-25,6,207,2,Corrective,No,Scheduled
SMMS000609,AST006789,Axle Counter,C00038,182.5,Axle Counter,Axle counter fault,Medium,3,3,2,2025-06-10,2025-06-23,8,87,2,Corrective,No,Scheduled
SMMS000610,AST007022,Relay,C00069,240.0,Relay Interlocking,Relay degradation,Medium,2,2,2,2025-06-17,2025-07-05,0,66,4,Corrective,No,Completed
SMMS000611,AST006262,Signal,C00058,18.8,Colour Light Signal,Signal failure,Low,2,2,1,2025-04-07,2025-05-01,61,142,3,Preventive,No,Scheduled
SMMS000612,AST008076,Interlocking,C00060,24.5,Route Relay Interlocking,Interlocking inspection,Medium,2,3,2,2025-04-25,2025-05-05,57,212,4,Inspection,Yes,Scheduled
SMMS000613,AST007136,Axle Counter,C00099,11.7,Axle Counter,Axle counter fault,High,3,4,2,2025-06-25,2025-07-01,0,139,3,Corrective,Yes,Deferred
SMMS000614,AST005938,Optical Fiber,C00031,9.0,OFC Link,Cable fault,Medium,1,3,3,2025-04-24,2025-05-13,49,132,2,Preventive,Yes,Scheduled
SMMS000615,AST005648,Interlocking,C00051,30.9,Route Relay Interlocking,Interlocking inspection,Medium,1,3,3,2025-06-24,2025-07-11,0,192,3,Inspection,No,Completed
SMMS000616,AST006914,Level Crossing Signal,C00078,19.2,LC Gate Signal,Signal failure,High,4,5,4,2025-06-30,2025-07-08,0,133,4,Corrective,Yes,In Progress
SMMS000617,AST006803,Track Circuit,C00017,3.2,Track Circuit,Track circuit fault,Low,2,2,1,2025-06-20,2025-08-01,0,104,5,Corrective,Yes,Scheduled
SMMS000618,AST008339,Signal,C00038,42.3,Colour Light Signal,Signal lamp/equipment replacement,Critical,5,4,4,2025-05-31,2025-06-02,29,120,2,Preventive,No,In Progress
SMMS000619,AST007860,Axle Counter,C00076,139.2,Axle Counter,Axle counter fault,High,3,4,4,2025-04-07,2025-04-16,76,128,5,Preventive,No,Open
SMMS000620,AST008567,Axle Counter,C00026,23.0,Axle Counter,Axle counter fault,Low,2,2,1,2025-06-06,2025-07-09,0,108,4,Inspection,Yes,Open
SMMS000621,AST008260,Signal,C00057,14.1,Colour Light Signal,Signal lamp/equipment replacement,Medium,3,2,1,2025-06-23,2025-07-10,0,34,2,Preventive,No,Scheduled
SMMS000622,AST007723,Interlocking,C00049,112.5,Route Relay Interlocking,Interlocking inspection,Low,2,1,1,2025-06-06,2025-07-10,0,182,4,Inspection,No,Deferred
SMMS000623,AST006579,Track Circuit,C00041,17.0,Track Circuit,Track circuit fault,Low,3,2,2,2025-06-23,2025-08-06,0,142,3,Corrective,Yes,Completed
SMMS000624,AST007660,Point Machine,C00072,109.2,Electric Point Machine,Point machine fault,High,3,3,3,2025-04-14,2025-04-22,70,232,5,Corrective,Yes,Scheduled
SMMS000625,AST006789,Axle Counter,C00038,182.5,Axle Counter,Axle counter fault,High,3,4,3,2025-06-12,2025-06-19,0,119,2,Preventive,No,Completed
SMMS000626,AST006279,Point Machine,C00079,34.4,Electric Point Machine,Point machine fault,Medium,2,3,1,2025-05-20,2025-06-10,21,132,3,Corrective,No,Open
SMMS000627,AST007044,Track Circuit,C00022,11.6,Track Circuit,Track circuit fault,High,4,5,3,2025-06-30,2025-07-08,0,195,3,Preventive,No,Open
